PID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
6992,-16.72663,-16.13495,-17.198147,-17.658695,-18.221867,-17.642023,-17.963951,-16.842009,-17.858297,-17.854202,-16.760891,-16.709242,-17.487062,-16.503712,-17.57043,-17.163216,-17.653034,-17.92568,-16.761642,-16.55165,-16.385782,-16.989082,-18.643253,-17.415312,-16.377447,-17.155897,-17.12308,-17.739542,-18.97009,-18.055637,-17.777258,-17.326359,-16.05573,-16.003061,-16.59974,-16.969326
6993,-14.99961,-14.233837,-14.659576,-15.3069105,-13.681047,-14.34406,-13.73817,-14.384619,-12.9629965,-12.628037,-16.575697,-20.582375,-23.221731,-20.12008,-16.906433,-14.110125,-14.195843,-14.032856,-14.909548,-12.20374,-10.802565,-12.058136,-11.694501,-17.46479,-22.629595,-20.86555,-21.87651,-23.721485,-23.554369,-23.741016,-26.458908,-22.100996,-23.552477,-22.821554,-21.646973,-23.15913
6994,-14.518962,-14.02061,-14.659842,-14.897221,-14.429215,-14.239698,-14.392495,-14.1487465,-12.369776,-14.102123,-15.086573,-14.216677,-14.154299,-13.81349,-13.858796,-14.213925,-14.187182,-14.383264,-14.058369,-13.844902,-11.865354,-12.298407,-13.364301,-13.839258,-13.459182,-15.197459,-14.147581,-14.442228,-14.498621,-14.285528,-15.253863,-15.442047,-14.607914,-14.671606,-14.992064,-15.054587
6995,-15.430927,-15.661492,-16.073853,-15.453407,-15.488277,-15.770808,-13.886715,-14.385692,-16.897255,-18.611582,-15.508678,-14.89921,-15.541854,-15.598683,-15.622486,-14.813701,-13.8353405,-14.120917,-18.208223,-18.477463,-18.525036,-15.026517,-16.201609,-15.215643,-15.700988,-15.716566,-14.803007,-14.784688,-18.804047,-18.900497,-19.56622,-20.071487,-18.786766,-18.55172,-17.916988,-15.948152
6996,-16.137413,-16.392393,-16.622238,-14.2935505,-16.07846,-15.643401,-19.514683,-20.71,-21.348625,-18.023026,-16.292976,-15.995494,-16.302973,-17.099232,-15.146531,-15.577884,-19.597591,-21.702833,-17.929684,-17.395548,-15.8987255,-15.163926,-15.490089,-14.875278,-14.717834,-15.630915,-14.749825,-23.12546,-23.458885,-23.317188,-23.077541,-23.63577,-21.688671,-22.634695,-17.46636,-15.529085
6997,-12.064016,-11.863968,-11.8233795,-11.737707,-11.782925,-11.85514,-12.345335,-11.963474,-11.2834,-11.497076,-12.039415,-11.728358,-11.783182,-12.059239,-11.303357,-11.373702,-11.832676,-11.843667,-11.965363,-11.877023,-11.83522,-11.660206,-12.132349,-11.714374,-12.574129,-12.047368,-11.597157,-11.685929,-11.751742,-11.609766,-12.036383,-12.081074,-11.571269,-11.810373,-11.98665,-11.904106
6998,-14.123957,-13.949517,-14.485081,-14.384731,-13.81802,-13.468117,-13.556544,-13.213625,-12.427371,-12.720989,-13.344618,-12.980543,-13.504061,-13.107689,-14.498001,-15.255117,-15.251898,-14.0357,-13.902901,-13.673405,-13.59095,-13.991909,-13.911939,-13.102769,-12.164331,-12.45957,-12.186352,-13.938793,-14.044497,-15.750946,-16.131386,-15.314568,-15.171524,-15.858894,-14.435165,-14.611247
6999,-16.5259,-15.6250305,-16.293453,-16.429924,-16.255836,-14.909588,-14.285769,-14.568601,-12.851816,-12.60418,-13.080507,-13.463795,-14.310261,-14.423988,-18.88092,-19.762726,-17.460138,-16.7019,-15.711834,-15.346239,-15.123943,-15.096316,-15.338593,-14.241383,-12.721157,-13.396404,-12.928105,-18.241974,-20.728611,-21.929285,-21.473598,-20.51733,-19.207886,-20.266544,-20.961739,-20.567982
7000,-16.047747,-16.192493,-15.2354,-15.791993,-16.112968,-14.623357,-14.960398,-14.988531,-13.730594,-14.770147,-18.744257,-18.464582,-15.423479,-15.332645,-14.7603,-15.713484,-14.206113,-14.478708,-14.741138,-14.846706,-14.903622,-17.444304,-20.823992,-19.28272,-14.900203,-15.440779,-14.959154,-15.775838,-14.885689,-14.189039,-13.990801,-13.708343,-13.626835,-20.309444,-21.514545,-18.34748
7001,-15.547247,-15.627382,-13.949543,-14.925377,-14.096661,-18.6568,-19.914307,-19.890026,-16.051548,-16.85504,-15.347483,-15.244375,-14.66552,-15.099997,-14.920849,-17.328423,-20.09755,-15.110111,-14.535721,-14.865138,-14.970981,-15.159354,-15.550598,-14.278855,-14.683086,-13.801329,-18.261644,-21.595339,-21.815502,-21.977222,-19.749912,-19.489698,-20.180471,-15.222861,-15.108051,-15.461222
7002,-12.848198,-12.425786,-12.570824,-12.624985,-12.84688,-12.852259,-13.169169,-12.870211,-12.369418,-12.2509365,-12.079166,-12.480201,-12.230921,-12.2892475,-12.084419,-11.759428,-12.084419,-12.320269,-12.887423,-12.504995,-12.700411,-12.564329,-12.421774,-11.727312,-12.667647,-11.997219,-12.488419,-12.40194,-11.890366,-12.31535,-12.510393,-13.024092,-12.2402115,-12.483002,-12.63735,-12.762459
7003,-13.763639,-14.4070015,-13.825657,-14.376428,-14.354532,-13.916161,-14.517684,-14.3419075,-12.449431,-13.761191,-14.207186,-14.046976,-14.002907,-14.137326,-13.434181,-13.708797,-13.646729,-13.50209,-14.311813,-13.430431,-13.335939,-13.095739,-14.721742,-14.280755,-14.814355,-14.544302,-14.682282,-15.093694,-15.324559,-14.706194,-15.3913,-15.434714,-15.250344,-15.015787,-14.971613,-14.9558
7004,-16.162922,-16.162663,-13.751102,-14.870449,-14.610321,-18.401615,-18.711771,-18.898874,-15.275249,-15.747232,-15.315347,-15.017476,-14.762636,-14.902108,-14.6236105,-14.684942,-19.36945,-15.398907,-14.599962,-14.677736,-15.065093,-15.527689,-15.611441,-14.10236,-14.1156435,-14.530082,-14.290403,-21.181114,-21.599806,-20.20042,-20.407276,-20.645363,-16.125252,-14.935555,-15.046156,-15.049858
7005,-12.779772,-12.826546,-12.528881,-12.728743,-12.619423,-12.6848545,-13.014753,-12.582799,-12.136083,-12.249871,-11.813711,-12.891634,-12.748984,-12.661284,-12.143888,-12.142564,-12.418301,-13.043283,-13.380291,-12.666468,-12.419957,-12.490497,-12.561497,-12.134197,-12.195444,-12.042228,-12.021047,-12.299311,-11.791583,-11.894861,-12.832723,-12.796371,-12.490536,-12.520223,-12.974783,-12.801479
7006,-12.324459,-12.242722,-12.31418,-12.463585,-12.671099,-12.824036,-12.928431,-12.952511,-12.107521,-12.3133545,-12.028543,-12.369783,-12.204519,-12.194307,-11.967028,-12.033056,-11.990362,-12.113968,-12.734832,-12.399652,-12.267239,-12.129977,-12.53036,-12.091866,-12.722691,-12.311653,-12.356425,-12.41263,-12.361287,-12.273507,-12.310941,-12.699461,-12.071584,-12.146708,-12.608873,-12.535925
7007,-18.266874,-17.592028,-16.199953,-16.446056,-16.579807,-17.076504,-15.01101,-15.567895,-13.820481,-12.966917,-13.421969,-18.866856,-24.481903,-20.553783,-20.200905,-15.473985,-15.333696,-15.610284,-17.29877,-15.307629,-14.983316,-14.760576,-14.4630995,-14.3221655,-16.204731,-16.955982,-19.604088,-23.328548,-23.650904,-23.846432,-27.006445,-22.206924,-23.776173,-22.298527,-21.979313,-22.043772
7008,-22.721136,-21.06909,-17.415844,-15.3528595,-16.174368,-17.672478,-15.127785,-15.587579,-14.309044,-13.278006,-13.589105,-20.303831,-23.90126,-21.276516,-17.430712,-14.60616,-15.696546,-16.587147,-15.801012,-15.771356,-15.8200655,-14.995716,-12.50368,-20.313347,-21.514666,-20.770082,-18.837364,-15.936054,-14.859787,-15.400188,-15.964239,-15.245651,-14.394489,-13.547248,-12.623486,-20.54221
7009,-16.649464,-16.288174,-14.029735,-15.078005,-15.063248,-18.120224,-20.950005,-21.10378,-15.070698,-15.55974,-15.55695,-15.626777,-14.815404,-15.489283,-15.044896,-13.945707,-20.728563,-16.95639,-14.959858,-15.013589,-15.742397,-15.504463,-15.991428,-14.335827,-14.375109,-14.7883835,-17.317413,-22.558973,-22.629833,-22.093641,-20.94636,-21.54504,-19.014849,-14.456709,-15.1641445,-15.873579
7010,-20.286324,-18.777706,-16.696245,-15.723347,-16.057293,-16.247383,-15.451547,-15.313147,-14.160112,-12.865171,-15.861226,-18.605925,-19.181889,-17.387947,-14.652477,-14.966554,-16.053808,-15.9375305,-15.205128,-14.923013,-15.051569,-12.354837,-16.433773,-18.78175,-18.524569,-18.223667,-14.624437,-15.195993,-15.085192,-14.637417,-14.950571,-14.694893,-13.999262,-13.073077,-17.687366,-18.831638
7011,-16.31562,-15.847439,-15.885158,-16.243923,-16.263588,-16.014627,-14.424061,-15.107951,-13.615003,-12.432493,-13.463192,-13.45816,-20.626173,-19.403055,-18.671398,-16.049274,-15.461198,-15.191601,-16.329992,-15.244784,-15.106775,-13.89771,-14.350821,-12.793289,-13.063926,-13.12122,-13.079987,-18.691494,-21.496613,-22.373493,-24.08464,-21.575546,-20.88289,-20.195501,-20.610914,-19.129974
7012,-16.389868,-16.236042,-14.645937,-14.745083,-15.144087,-15.296867,-19.94735,-20.935154,-18.871887,-16.268108,-15.811152,-16.08698,-14.630024,-15.629387,-14.9465275,-12.94235,-18.86935,-19.382713,-15.272638,-15.143082,-15.458269,-15.339627,-15.8472595,-14.178348,-14.964528,-15.384579,-15.041097,-22.444714,-22.684566,-22.643318,-21.019184,-21.885677,-21.315792,-17.810875,-15.974287,-15.44412
7013,-20.164299,-20.856731,-16.582714,-16.01472,-15.554152,-15.138086,-14.098009,-15.047645,-14.194252,-14.838405,-14.341911,-19.338528,-20.076975,-19.729591,-15.788389,-14.800186,-15.202862,-15.315499,-14.563145,-14.943701,-14.284579,-12.409636,-15.959138,-17.600767,-17.285656,-19.40136,-16.550362,-17.154388,-16.489887,-16.234158,-16.862034,-17.118568,-19.318357,-20.233818,-17.41084,-15.602362
7014,-12.82918,-12.910462,-12.713026,-12.637377,-12.640781,-12.961557,-12.994367,-12.92112,-12.14472,-12.224349,-12.096714,-12.585627,-12.348078,-12.2645855,-11.984144,-11.924393,-12.208551,-12.521366,-12.870656,-12.696272,-12.587762,-12.615477,-12.726084,-12.049356,-12.549471,-12.574195,-12.384664,-12.41455,-12.113745,-12.239775,-12.355555,-12.825291,-12.037615,-12.414869,-12.65534,-12.802968
7015,-12.950985,-13.247413,-12.20728,-12.184511,-12.701359,-12.501302,-13.181889,-12.828337,-12.210284,-12.520076,-11.907386,-11.593827,-11.528461,-12.367756,-11.489878,-11.7335415,-12.002945,-11.964889,-11.959318,-12.321071,-12.08336,-11.574488,-12.861205,-11.146832,-11.751289,-12.306025,-11.442415,-11.512288,-11.877733,-11.515523,-12.181678,-13.058051,-11.868313,-12.184096,-12.572579,-12.877456
7016,-15.732628,-14.220455,-14.448931,-14.7466755,-15.120554,-15.017017,-14.418439,-14.437206,-13.62109,-12.825978,-12.737155,-13.853317,-16.052355,-16.261574,-16.498608,-15.417866,-14.558449,-14.767293,-14.602912,-14.389904,-14.27608,-13.726201,-14.092848,-13.819677,-12.895128,-14.344349,-14.584926,-17.937046,-18.084156,-19.73315,-18.764004,-18.3484,-17.224085,-17.392357,-18.372814,-18.434628
7017,-16.17706,-16.248144,-16.722519,-16.785217,-17.138216,-17.084396,-16.800423,-16.5991,-16.916552,-17.101965,-16.493414,-16.353848,-16.560839,-16.666107,-17.037516,-16.530708,-17.027754,-17.049862,-16.609138,-16.228806,-16.134117,-16.42944,-17.737942,-16.683882,-16.174673,-16.959843,-16.581,-16.996096,-17.253033,-17.205341,-17.075317,-16.802452,-15.858891,-16.058432,-16.579773,-16.911366
7018,-15.982951,-16.112759,-14.057692,-15.131571,-14.780145,-13.690699,-17.059624,-17.136028,-16.217821,-16.215992,-15.281117,-16.160282,-14.460215,-14.5578575,-15.252998,-14.306789,-15.698513,-15.790579,-15.557057,-15.894335,-15.148521,-14.642618,-15.397274,-14.149038,-15.194289,-14.761055,-14.078997,-14.683638,-16.106953,-16.495226,-16.452404,-17.009708,-15.793907,-15.782981,-16.03059,-15.738517
7019,-16.284718,-15.951063,-14.458759,-14.932091,-15.246269,-17.666718,-20.549511,-21.655716,-17.28151,-16.358715,-15.650869,-15.970557,-14.65617,-15.682095,-14.790484,-18.50621,-20.505157,-17.369362,-14.84328,-15.481632,-14.986621,-15.370429,-15.766861,-14.614673,-15.022964,-15.074486,-13.152767,-21.849054,-22.222843,-21.962856,-19.583706,-19.608925,-20.831173,-15.250672,-15.15004,-15.322157
7020,-16.087645,-14.638981,-15.887794,-16.673788,-14.716185,-16.798851,-14.185909,-13.975583,-12.045996,-11.946955,-14.001437,-19.211874,-22.499151,-19.802214,-17.996727,-13.95157,-14.916304,-15.050852,-16.005758,-14.433327,-14.290093,-14.25976,-12.670822,-15.027248,-17.836802,-17.996437,-18.56349,-22.532238,-22.947021,-23.07601,-25.801235,-21.426128,-23.234951,-21.126072,-21.629274,-18.098091
7021,-16.283056,-17.251392,-14.359021,-14.343178,-15.35955,-16.39382,-20.557228,-23.65517,-14.807691,-15.989566,-16.0359,-15.61324,-13.632076,-15.656752,-14.530181,-12.894578,-21.996155,-18.130306,-13.645392,-15.858388,-16.452417,-14.983002,-17.180378,-14.671595,-14.209349,-17.163565,-11.929651,-17.933064,-21.797874,-21.99315,-21.259115,-23.407879,-21.55382,-21.743357,-19.315174,-15.361772
7022,-12.310232,-12.885088,-12.488144,-12.807749,-12.83308,-13.1234045,-12.939246,-13.224609,-12.406523,-12.706281,-12.271839,-12.852229,-12.455521,-13.022185,-12.049585,-12.4364805,-12.480017,-12.608415,-12.801481,-12.804407,-12.792703,-12.596638,-12.849845,-12.181606,-12.252504,-12.621731,-12.535997,-12.648239,-12.758827,-12.64187,-12.612561,-13.42461,-12.596365,-12.667003,-12.635694,-12.965178
7023,-12.434271,-12.800717,-12.658512,-12.098356,-11.925726,-12.386015,-12.232912,-12.519724,-12.050629,-12.479374,-12.127206,-11.342041,-11.127514,-12.087292,-12.240338,-12.009165,-11.782864,-12.126806,-11.755428,-11.953358,-11.971961,-11.389278,-13.04689,-11.998641,-11.591324,-11.685171,-11.37543,-12.12785,-11.653486,-12.312354,-11.86244,-12.529339,-12.177479,-11.7054615,-12.483685,-13.000355
7024,-15.282017,-15.218651,-13.634671,-14.290704,-14.371739,-13.740825,-14.742192,-16.0191,-14.187477,-14.538397,-13.572762,-14.369969,-13.225906,-13.785926,-13.312685,-13.397307,-14.166645,-14.333686,-13.163462,-13.607805,-14.133772,-13.356285,-14.263171,-13.101847,-13.943037,-13.789061,-12.634014,-12.721263,-13.53998,-13.746584,-13.062186,-15.127785,-13.194419,-13.119477,-13.657932,-13.570475
7025,-13.95051,-13.975544,-13.001257,-13.51346,-13.286182,-13.880935,-14.662966,-15.035361,-13.2349,-13.145365,-12.833682,-13.237084,-12.725231,-13.304938,-12.7465,-12.024069,-13.75204,-13.379187,-13.142339,-13.250471,-13.416034,-13.393025,-13.931242,-12.871838,-13.392456,-13.483961,-11.760687,-13.762802,-13.786756,-13.842425,-14.784378,-15.22449,-13.716613,-13.931084,-14.061612,-13.781202
7026,-13.353966,-14.81512,-13.974869,-14.3509655,-14.800024,-15.865658,-16.428358,-16.479328,-13.833109,-13.970246,-13.894562,-13.945117,-13.712492,-14.350905,-12.352142,-15.035199,-15.581804,-14.2795,-14.323143,-14.728834,-14.605466,-14.786341,-14.871983,-13.923809,-13.752952,-12.769367,-12.346094,-16.175255,-17.454397,-16.517008,-17.097101,-18.358406,-16.008352,-14.618016,-14.548796,-14.849403
7027,-16.317505,-15.112413,-14.923904,-15.089523,-15.432595,-15.396057,-15.138636,-14.919401,-13.148352,-13.94656,-13.413015,-13.45,-15.008885,-15.371351,-16.566063,-16.420448,-15.798138,-15.241558,-14.340039,-14.1514015,-14.425564,-14.487302,-15.239294,-13.766495,-12.885109,-13.248595,-12.809483,-16.037254,-16.039179,-16.364735,-16.510551,-16.103222,-14.557882,-16.110409,-16.363058,-16.507101
7028,-15.967406,-16.085852,-16.523907,-17.40926,-17.266266,-16.364891,-16.942804,-16.537924,-12.920544,-18.60701,-20.361738,-15.08058,-15.877054,-16.322943,-15.576744,-15.966741,-13.782755,-14.90857,-14.771471,-14.010525,-15.572386,-16.511728,-19.480799,-17.290728,-17.587063,-19.506891,-20.266735,-21.535357,-21.87225,-21.656845,-21.52297,-22.289883,-21.691172,-20.335264,-21.352406,-17.02877
7029,-16.25814,-15.839623,-16.161911,-16.85653,-16.236843,-15.219643,-15.197006,-14.979436,-12.872865,-12.040024,-14.451643,-14.110694,-20.634727,-19.911407,-21.059383,-18.549044,-16.29269,-15.259838,-15.969704,-15.139778,-15.379137,-14.56733,-14.619097,-13.379419,-13.67762,-13.384062,-13.116238,-18.783379,-22.710052,-23.061428,-25.35293,-22.391216,-22.722107,-21.785583,-21.911572,-19.971077
7030,-16.039358,-15.669815,-15.982561,-16.229939,-16.103014,-14.907499,-14.638325,-14.465291,-12.729485,-12.918573,-13.692291,-13.530348,-16.642382,-15.753956,-19.78117,-20.328,-17.597904,-15.659388,-15.154862,-14.988676,-15.750521,-15.970621,-15.595938,-14.235029,-13.106127,-13.25494,-12.278041,-17.249794,-19.578087,-22.398617,-22.183117,-21.144896,-19.967129,-20.871456,-19.650463,-18.408978
7031,-14.249625,-13.779858,-14.124884,-14.280152,-14.676744,-14.711248,-14.41814,-14.693078,-13.665316,-13.829454,-14.120812,-13.925745,-13.441846,-13.408971,-13.5741,-13.547905,-14.373198,-13.60228,-13.920345,-13.259127,-13.266084,-13.462775,-13.806517,-13.846748,-13.266718,-13.336773,-13.738787,-13.458309,-14.060308,-14.696379,-13.81314,-13.539719,-13.095945,-13.857748,-13.96208,-14.248322
7032,-18.128004,-17.626875,-15.621223,-16.115177,-16.138695,-14.568321,-15.2882805,-14.908819,-12.05051,-14.790669,-19.80001,-20.791082,-16.416983,-16.273785,-14.940826,-16.228273,-15.525621,-14.916129,-15.054774,-14.490165,-12.721539,-16.216589,-20.33372,-21.798069,-15.187277,-15.250167,-14.971874,-15.689544,-15.039099,-14.562077,-14.485613,-13.865379,-17.255264,-18.807056,-22.114254,-19.0593
7033,-15.219528,-15.289715,-15.711351,-16.209139,-15.709276,-14.9272585,-15.475094,-15.139601,-12.567402,-18.533215,-21.85062,-17.579094,-15.508717,-15.6781435,-15.183361,-16.012432,-14.077668,-15.040955,-14.146424,-11.865439,-16.04299,-19.53188,-22.825682,-18.752914,-14.976351,-15.679768,-15.556449,-16.328407,-14.886397,-14.787369,-12.732307,-12.6165285,-22.682816,-19.088612,-21.826767,-21.058933
7034,-15.893922,-16.164497,-16.698233,-15.692658,-16.32781,-16.441853,-15.138103,-15.311032,-17.585167,-17.834595,-15.013108,-16.0385,-16.230913,-16.494665,-15.31487,-15.685976,-14.848968,-16.945087,-18.163862,-18.312164,-17.704462,-15.272756,-16.744024,-15.625783,-16.389807,-16.157854,-15.932945,-15.629534,-18.430098,-17.94758,-18.667994,-19.285585,-18.163412,-17.945768,-18.434547,-16.307411
7035,-11.854128,-11.919757,-11.594158,-11.753351,-11.845064,-11.812593,-12.145983,-12.177431,-11.462159,-11.660538,-11.333656,-11.686832,-11.636052,-11.907528,-11.324585,-11.289959,-11.154206,-11.521864,-12.182029,-11.932629,-11.708786,-11.524616,-11.976055,-11.480346,-11.911023,-11.702894,-11.5846405,-11.493064,-11.439485,-11.481169,-11.770603,-11.925468,-11.385948,-11.540472,-11.664278,-11.851049
7036,-15.726858,-15.858643,-15.307058,-14.489245,-15.120291,-13.952457,-20.509148,-20.996426,-17.729658,-15.351746,-15.699558,-15.587173,-14.038019,-15.417535,-14.475762,-14.477436,-19.00476,-19.563036,-14.801519,-14.5753145,-15.497309,-14.845543,-15.042355,-13.71544,-14.442495,-15.080568,-12.501917,-22.418108,-22.480566,-22.484718,-21.870178,-22.656963,-20.577873,-21.550829,-17.358337,-15.205635
7037,-16.644266,-15.8192625,-16.345734,-17.26337,-16.630392,-15.386192,-14.633514,-15.167308,-13.119034,-11.888271,-13.833738,-16.049967,-21.53492,-20.157042,-21.669968,-17.300346,-15.39619,-15.340881,-16.63418,-15.314422,-15.494768,-14.581328,-14.681232,-12.782541,-13.042983,-13.456213,-13.647301,-20.97475,-23.481312,-23.825066,-26.345083,-22.47278,-23.113853,-21.89948,-22.098883,-19.708317
7038,-16.262197,-15.386436,-15.837808,-16.02057,-15.553291,-15.839825,-14.884181,-14.908072,-12.3350525,-12.982519,-14.987609,-18.430946,-22.586752,-19.889465,-17.379341,-14.385773,-14.7889185,-15.0254345,-15.5619955,-14.4134865,-14.428041,-13.934906,-14.093335,-14.565017,-16.692097,-17.71141,-18.514294,-22.778198,-23.217773,-23.343678,-26.187971,-21.93697,-23.375387,-21.915764,-21.422619,-21.985807
7039,-13.959699,-14.307171,-14.665464,-13.894757,-14.421015,-14.435302,-13.888106,-12.11841,-12.594742,-13.161038,-13.059433,-13.188767,-15.443914,-15.860334,-17.017653,-16.54173,-14.372055,-14.383907,-14.660568,-14.283915,-14.4171095,-14.321623,-14.811038,-13.957138,-13.056636,-11.9435425,-12.790524,-16.508688,-15.810851,-17.265879,-17.409466,-16.791847,-16.344812,-17.101858,-16.795153,-15.431992
7040,-14.8616295,-15.189805,-15.316921,-14.472866,-14.515891,-13.041358,-16.816628,-17.600367,-18.344341,-17.608912,-14.942097,-14.7043,-14.931077,-15.362793,-14.154884,-14.235878,-16.755886,-16.444012,-16.360117,-17.402193,-14.78504,-14.368104,-15.178166,-13.796531,-13.803555,-14.45013,-13.356993,-15.01252,-18.2133,-18.283218,-17.862246,-19.251759,-15.977515,-17.220446,-17.10992,-15.3139305
7041,-14.943306,-14.517738,-14.007279,-14.334862,-14.505758,-13.339647,-14.090093,-13.785509,-12.213261,-13.833395,-15.306639,-15.62208,-15.820282,-15.610367,-13.712328,-14.294905,-14.635469,-14.135412,-14.081026,-13.526112,-12.625031,-13.960367,-15.447916,-15.978031,-15.766289,-15.766626,-13.520543,-14.356562,-14.147823,-13.137781,-13.143166,-14.020317,-12.452717,-15.411951,-15.800687,-16.51673
7042,-16.478642,-16.484123,-14.398937,-15.318251,-15.556782,-16.394548,-21.029484,-21.139473,-16.327362,-16.291922,-15.809841,-16.295269,-14.927458,-15.4972515,-15.046694,-13.723969,-20.977095,-17.203468,-14.374617,-14.728415,-15.406645,-15.522551,-16.016441,-14.515652,-14.793195,-15.226576,-12.44858,-21.689928,-22.754696,-22.602694,-22.706575,-23.135864,-21.113625,-21.55215,-17.185007,-15.42127
7043,-15.524402,-15.132893,-15.520302,-15.760929,-15.296617,-14.388809,-13.759475,-13.45397,-12.00775,-11.967909,-12.714676,-12.897219,-13.460138,-14.712386,-19.818508,-20.10632,-18.937641,-16.761429,-14.83807,-14.374617,-14.619804,-15.243742,-15.05284,-13.725979,-12.878733,-12.974402,-11.922535,-14.905269,-13.78931,-21.456642,-19.835468,-19.303816,-20.369646,-20.762417,-18.391472,-16.530653
7044,-15.838412,-15.487835,-15.888786,-16.12641,-16.776583,-15.128918,-13.965212,-15.017231,-12.7890835,-12.446571,-12.578127,-12.833965,-16.236929,-16.992697,-19.101446,-19.431892,-15.968853,-15.338168,-15.438431,-14.872269,-15.267997,-15.292379,-15.156311,-13.557262,-12.876066,-14.883395,-13.0843935,-19.845127,-22.115376,-22.165283,-22.914066,-21.062365,-20.299469,-20.169298,-20.75694,-19.300522
7045,-14.18762,-14.2001,-14.701845,-14.612024,-15.191149,-14.8136635,-14.663168,-14.496402,-14.445332,-14.599099,-14.359472,-13.962196,-13.971057,-14.102218,-14.446359,-14.081341,-14.139573,-14.373301,-14.041335,-13.329651,-13.666961,-13.812189,-14.858382,-14.087523,-13.898462,-14.246517,-14.530037,-14.558884,-15.15251,-15.089279,-14.785021,-14.413996,-13.600848,-13.806868,-14.325202,-14.84956
7046,-16.883583,-16.594889,-15.293546,-15.41033,-16.025812,-17.217072,-21.457617,-21.157974,-17.590532,-15.967634,-15.619566,-16.490334,-15.346612,-15.882974,-15.373638,-17.005827,-20.03447,-15.785267,-14.633606,-14.744236,-15.369173,-16.105732,-16.603851,-14.823894,-14.029438,-13.952101,-14.694422,-21.849037,-21.908226,-22.161444,-22.441378,-22.1283,-20.089188,-21.349688,-16.056038,-15.025953
7047,-13.046682,-12.636577,-12.54106,-12.380553,-12.62612,-12.697688,-13.358879,-13.151754,-12.496165,-12.437748,-12.2056,-12.745923,-12.790226,-12.884173,-11.999277,-12.218366,-12.280981,-12.372725,-12.894378,-12.354602,-12.215596,-12.464086,-12.13092,-11.723298,-12.514177,-12.18008,-12.16514,-12.344507,-12.484566,-12.102032,-12.740374,-12.983128,-12.260536,-12.450786,-12.555608,-12.7288685
7048,-17.28454,-14.769619,-14.941017,-16.221123,-17.135254,-15.528919,-14.543014,-15.023073,-13.89973,-12.033718,-12.61401,-20.45797,-23.03633,-19.241776,-19.413656,-14.411228,-14.570302,-15.1861105,-17.711636,-15.160362,-14.093887,-14.70194,-14.657856,-11.553148,-12.748678,-14.093411,-17.477003,-22.0902,-22.653332,-22.99989,-25.240395,-20.456474,-22.376957,-21.17419,-19.829784,-22.723164
7049,-16.36111,-16.43622,-16.734179,-14.46933,-15.921997,-16.052013,-17.629927,-17.901062,-19.706383,-21.043224,-15.83954,-15.670704,-16.294516,-15.921068,-14.426342,-15.236441,-13.050451,-12.98607,-14.967847,-14.800471,-15.808994,-16.524214,-19.099152,-15.686228,-19.805264,-21.510597,-21.176003,-22.076624,-22.312078,-22.090979,-21.902184,-22.999727,-22.403732,-20.419016,-20.92314,-16.240175
7050,-16.24567,-16.42791,-15.821373,-15.080924,-15.574436,-16.70559,-20.37873,-19.726858,-19.164867,-18.813957,-15.637773,-16.184464,-16.187763,-16.904493,-14.674115,-16.351795,-15.149111,-19.830666,-16.984606,-17.17172,-15.550602,-15.277567,-15.76711,-15.482934,-14.7509575,-15.5492935,-15.096284,-22.29029,-22.96925,-22.941446,-21.334106,-20.961027,-22.06024,-16.437956,-15.660555,-15.430872
7051,-14.6658325,-14.253872,-14.915613,-15.345987,-14.801357,-13.663244,-14.035915,-13.904423,-13.118439,-12.752623,-13.196281,-12.877722,-13.476634,-13.665939,-16.917103,-16.283512,-14.816875,-15.111419,-14.574339,-14.01428,-13.767883,-14.036882,-14.507763,-13.302001,-12.4076805,-13.390421,-12.5916605,-15.965744,-13.141207,-17.193327,-16.75832,-15.998009,-16.03379,-16.66628,-16.40059,-15.838554
7052,-15.868524,-15.740283,-16.234617,-17.082767,-17.51056,-15.879452,-16.965794,-16.271404,-12.603994,-20.061657,-20.356043,-14.78619,-15.4045,-15.4246235,-15.552656,-15.997853,-13.778217,-14.501356,-13.064537,-11.878162,-14.855466,-15.070168,-19.929459,-17.10822,-18.538067,-20.282333,-20.276089,-22.165281,-22.258345,-22.332829,-22.002295,-22.947945,-22.53603,-22.329662,-20.813957,-20.147636
7053,-16.198654,-15.545545,-15.229594,-14.4242115,-14.707897,-12.851788,-17.891233,-17.202572,-20.580868,-18.897951,-15.284625,-15.716822,-16.62442,-16.973093,-14.656503,-15.221884,-15.230175,-18.10405,-17.364422,-16.542093,-14.856975,-15.553965,-15.683132,-15.231209,-14.584868,-15.65256,-14.606709,-20.040476,-22.142479,-21.946548,-21.87452,-22.30513,-19.444736,-20.056301,-19.066177,-14.939753
7054,-16.15842,-15.873881,-14.007104,-14.728039,-14.75466,-18.31075,-19.953781,-20.124462,-15.948271,-15.955231,-15.201139,-14.902526,-14.456778,-14.830517,-14.472729,-14.403806,-18.743252,-15.837241,-14.418047,-14.643524,-15.381337,-15.351793,-15.490751,-14.253519,-14.216112,-14.43667,-13.947051,-21.419216,-22.01627,-21.326767,-21.489895,-21.77311,-18.452093,-16.188437,-15.81203,-15.370209
